agegroup,personsfullyvaccinated,percentpersonsfullyvaccinated,personsvaccinatedonedose,percentpersonsvaccinatedonedose,report_date
18+,6790285,68.7,7283860,73.69,2021-11-19
18+,6794145,68.74,7290193,73.76,2021-11-20
65+,1675008,84.05,1777325,89.18,2021-11-20
05+,7332920,61.21,8047045,67.17,2021-11-20
12+,7332920,67.42,7885816,72.5,2021-11-20
65+,1675237,84.06,1777815,89.2,2021-11-21
18+,6796352,68.76,7293970,73.8,2021-11-21
05+,7335393,61.23,8057741,67.26,2021-11-21
12+,7335393,67.44,7890042,72.54,2021-11-21
05+,7340509,61.27,8072141,67.38,2021-11-22
12+,7340509,67.49,7897754,72.61,2021-11-22
18+,6801071,68.81,7301090,73.87,2021-11-22
65+,1675918,84.09,1779213,89.27,2021-11-22
05+,7346088,61.32,8088566,67.51,2021-11-23
12+,7345915,67.54,7906505,72.69,2021-11-23
18+,6806014,68.86,7309173,73.95,2021-11-23
65+,1676625,84.13,1780660,89.35,2021-11-23
65+,1677257,84.16,1781806,89.4,2021-11-24
18+,6810340,68.9,7316334,74.02,2021-11-24
05+,7351292,61.36,8102865,67.63,2021-11-24
12+,7350624,67.58,7914377,72.76,2021-11-24
05+,7353857,61.38,8111015,67.7,2021-11-25
12+,7353005,67.6,7918828,72.8,2021-11-25
18+,6812487,68.93,7320406,74.06,2021-11-25
65+,1677458,84.17,1782239,89.43,2021-11-25
05+,7356581,61.4,8116253,67.75,2021-11-26
12+,7354879,67.62,7921650,72.83,2021-11-26
18+,6814145,68.94,7322964,74.09,2021-11-26
65+,1677693,84.18,1782685,89.45,2021-11-26
65+,1677991,84.2,1783366,89.48,2021-11-27
18+,6817613,68.98,7328537,74.15,2021-11-27
05+,7363115,61.46,8126637,67.83,2021-11-27
12+,7358944,67.66,7927706,72.88,2021-11-27
05+,7371558,61.53,8132659,67.88,2021-11-28
12+,7361305,67.68,7931329,72.92,2021-11-28
18+,6819616,69.0,7331863,74.18,2021-11-28
65+,1678164,84.2,1783757,89.5,2021-11-28
65+,1678767,84.23,1784798,89.56,2021-11-29
05+,7382590,61.62,8143022,67.97,2021-11-29
12+,7365452,67.72,7937343,72.97,2021-11-29
18+,6823310,69.04,7337475,74.24,2021-11-29
05+,7397522,61.75,8154303,68.06,2021-11-30
12+,7370810,67.76,7945002,73.04,2021-11-30
18+,6828163,69.08,7344632,74.31,2021-11-30
65+,1679524,84.27,1786086,89.62,2021-11-30
18+,6831526,69.12,7350537,74.37,2021-12-01
65+,1680079,84.3,1787189,89.68,2021-12-01
05+,7407897,61.83,8163650,68.14,2021-12-01
12+,7374552,67.8,7951356,73.1,2021-12-01
18+,6837012,69.17,7361464,74.48,2021-12-02
65+,1680829,84.34,1788963,89.76,2021-12-02
05+,7428621,62.01,8179332,68.27,2021-12-02
12+,7380789,67.86,7962950,73.21,2021-12-02
65+,1681511,84.37,1790445,89.84,2021-12-03
18+,6841822,69.22,7370873,74.58,2021-12-03
05+,7447091,62.16,8193654,68.39,2021-12-03
12+,7386492,67.91,7972956,73.3,2021-12-03
05+,7468222,62.34,8205537,68.49,2021-12-04
12+,7391270,67.95,7981270,73.38,2021-12-04
18+,6845619,69.26,7378628,74.65,2021-12-04
65+,1681911,84.39,1791380,89.89,2021-12-04
65+,1682074,84.4,1791821,89.91,2021-12-05
05+,7482181,62.45,8212077,68.55,2021-12-05
12+,7393915,67.98,7985647,73.42,2021-12-05
18+,6847697,69.28,7382723,74.7,2021-12-05
65+,1682722,84.43,1793248,89.98,2021-12-06
18+,6851521,69.32,7390194,74.77,2021-12-06
05+,7495473,62.56,8222843,68.64,2021-12-06
12+,7398357,68.02,7993606,73.49,2021-12-06
18+,6856521,69.37,7399754,74.87,2021-12-07
05+,7509648,62.68,8236522,68.75,2021-12-07
12+,7404068,68.07,8003807,73.58,2021-12-07
65+,1683534,84.47,1794846,90.06,2021-12-07
65+,1684241,84.51,1796118,90.12,2021-12-08
18+,6861267,69.42,7408714,74.96,2021-12-08
12+,7409479,68.12,8013345,73.67,2021-12-08
05+,7523255,62.8,8249852,68.86,2021-12-08
05+,7537429,62.91,8263939,68.98,2021-12-09
12+,7414970,68.17,8023264,73.76,2021-12-09
18+,6866023,69.47,7417983,75.05,2021-12-09
65+,1684999,84.55,1797617,90.2,2021-12-09
05+,7551116,63.03,8278200,69.1,2021-12-10
12+,7420474,68.22,8033304,73.86,2021-12-10
18+,6870787,69.52,7427305,75.15,2021-12-10
65+,1685647,84.58,1799010,90.27,2021-12-10
65+,1686073,84.6,1799906,90.31,2021-12-11
18+,6874461,69.55,7434710,75.22,2021-12-11
12+,7424922,68.26,8041395,73.93,2021-12-11
05+,7564898,63.14,8290031,69.2,2021-12-11
05+,7570130,63.19,8295243,69.24,2021-12-12
12+,7426619,68.28,8045083,73.96,2021-12-12
18+,6875928,69.57,7438130,75.26,2021-12-12
65+,1686209,84.61,1800241,90.33,2021-12-12
05+,7584566,63.31,8307900,69.35,2021-12-13
12+,7431658,68.32,8054220,74.05,2021-12-13
18+,6880122,69.61,7446551,75.34,2021-12-13
65+,1686761,84.64,1801379,90.39,2021-12-13
65+,1687399,84.67,1802638,90.45,2021-12-14
18+,6884742,69.66,7455614,75.43,2021-12-14
05+,7596614,63.41,8321299,69.46,2021-12-14
12+,7436878,68.37,8063887,74.14,2021-12-14
05+,7608819,63.51,8335247,69.57,2021-12-15
12+,7442440,68.42,8074370,74.23,2021-12-15
18+,6889643,69.71,7465453,75.53,2021-12-15
65+,1688074,84.7,1804087,90.52,2021-12-15
05+,7618031,63.59,8348415,69.68,2021-12-16
12+,7447083,68.47,8084183,74.32,2021-12-16
18+,6893795,69.75,7474634,75.62,2021-12-16
65+,1688702,84.73,1805380,90.59,2021-12-16
65+,1689207,84.76,1806583,90.65,2021-12-17
18+,6897705,69.79,7484499,75.72,2021-12-17
05+,7625610,63.65,8362974,69.81,2021-12-17
12+,7451510,68.51,8094812,74.42,2021-12-17
05+,7633798,63.72,8374810,69.9,2021-12-18
12+,7455535,68.54,8103218,74.5,2021-12-18
18+,6901098,69.82,7492229,75.8,2021-12-18
65+,1689536,84.78,1807403,90.69,2021-12-18
05+,7638985,63.76,8383674,69.98,2021-12-19
12+,7458209,68.57,8109652,74.56,2021-12-19
18+,6903328,69.84,7498166,75.86,2021-12-19
65+,1689718,84.78,1807907,90.71,2021-12-19
65+,1690187,84.81,1808901,90.76,2021-12-20
18+,6906606,69.88,7506054,75.94,2021-12-20
12+,7461985,68.6,8118311,74.64,2021-12-20
05+,7645556,63.82,8395315,70.08,2021-12-20
05+,7655589,63.9,8410945,70.21,2021-12-21
12+,7467892,68.66,8129966,74.74,2021-12-21
18+,6911903,69.93,7516746,76.05,2021-12-21
65+,1691142,84.86,1810137,90.83,2021-12-21
05+,7665018,63.98,8427833,70.35,2021-12-22
12+,7473694,68.71,8142594,74.86,2021-12-22
18+,6917086,69.98,7528208,76.17,2021-12-22
65+,1691747,84.89,1811367,90.89,2021-12-22
18+,6921138,70.02,7538879,76.27,2021-12-23
65+,1692201,84.91,1812444,90.94,2021-12-23
12+,7478433,68.75,8154379,74.97,2021-12-23
05+,7673634,64.05,8443417,70.48,2021-12-23
05+,7678834,64.09,8453307,70.56,2021-12-24
12+,7481463,68.78,8162312,75.04,2021-12-24
18+,6923738,70.05,7546121,76.35,2021-12-24
65+,1692505,84.92,1813115,90.98,2021-12-24
05+,7680026,64.1,8455190,70.57,2021-12-25
12+,7482231,68.79,8163927,75.06,2021-12-25
18+,6924415,70.06,7547627,76.36,2021-12-25
65+,1692573,84.93,1813222,90.98,2021-12-25
65+,1692663,84.93,1813421,90.99,2021-12-26
18+,6925395,70.07,7549969,76.39,2021-12-26
05+,7681949,64.12,8458184,70.6,2021-12-26
12+,7483383,68.8,8166416,75.08,2021-12-26
05+,7689774,64.19,8469695,70.7,2021-12-27
12+,7487652,68.84,8175243,75.16,2021-12-27
18+,6929034,70.1,7557943,76.47,2021-12-27
65+,1693069,84.95,1814240,91.03,2021-12-27
05+,7699372,64.27,8486628,70.84,2021-12-28
12+,7492877,68.89,8187645,75.27,2021-12-28
18+,6933563,70.15,7569037,76.58,2021-12-28
65+,1693572,84.98,1815288,91.08,2021-12-28
65+,1694030,85.0,1816458,91.14,2021-12-29
18+,6937895,70.19,7580329,76.69,2021-12-29
05+,7708861,64.35,8504306,70.98,2021-12-29
12+,7497889,68.93,8200334,75.39,2021-12-29
05+,7718019,64.42,8522591,71.14,2021-12-30
12+,7503071,68.98,8213614,75.51,2021-12-30
18+,6942323,70.24,7592180,76.81,2021-12-30
65+,1694500,85.02,1817544,91.2,2021-12-30
05+,7723161,64.46,8534363,71.24,2021-12-31
12+,7506080,69.01,8222942,75.6,2021-12-31
18+,6944911,70.27,7600626,76.9,2021-12-31
65+,1694725,85.04,1818221,91.23,2021-12-31
18+,6945966,70.28,7603331,76.93,2022-01-01
65+,1694803,85.04,1818447,91.24,2022-01-01
12+,7507343,69.02,8225887,75.63,2022-01-01
05+,7725336,64.48,8537920,71.27,2022-01-01
05+,7726697,64.49,8540506,71.29,2022-01-02
12+,7508286,69.03,8227959,75.65,2022-01-02
18+,6946756,70.28,7605191,76.95,2022-01-02
65+,1694848,85.04,1818584,91.25,2022-01-02
65+,1695287,85.06,1819416,91.29,2022-01-03
05+,7735279,64.57,8554802,71.41,2022-01-03
12+,7513046,69.07,8238505,75.74,2022-01-03
18+,6950800,70.33,7614446,77.04,2022-01-03
05+,7743886,64.64,8572758,71.56,2022-01-04
12+,7518406,69.12,8252226,75.87,2022-01-04
18+,6955507,70.37,7626707,77.16,2022-01-04
65+,1695797,85.09,1820574,91.35,2022-01-04
18+,6959737,70.42,7638536,77.28,2022-01-05
65+,1696246,85.11,1821540,91.4,2022-01-05
05+,7751759,64.7,8590597,71.71,2022-01-05
12+,7523216,69.17,8265480,75.99,2022-01-05
12+,7528240,69.21,8279361,76.12,2022-01-06
18+,6964082,70.46,7650914,77.41,2022-01-06
05+,7759733,64.77,8608673,71.86,2022-01-06
65+,1696746,85.14,1822596,91.45,2022-01-06
